Company,Ticker,Sector,Year,Quarter,Period,quarter_num,time_index,source,Sales,Expenses,Operating Profit,Net Profit,Total Assets,Equity,Borrowings,Total Liabilities,CFO,CFI,CFF,Net Cash Flow,is_synthetic_company,CPI_Combined_Index,CPI_Inflation_Rate,WPI,Repo_Rate,Reverse_Repo_Rate,oil_price,exchange_rate,macro_source,macro_is_synthetic
SYN FMCG 09,SYNFMC09,FMCG,2024,Q2,Q2 2024,2,8097,synthetic,12240.57,8773.11,3467.46,2546.11,55326.33,26573.37,17594.37,28752.96,3477.57,-2100.16,-695.47,681.95,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN FMCG 09,SYNFMC09,FMCG,2024,Q3,Q3 2024,3,8098,synthetic,12426.82,8846.28,3580.54,2644.48,56319.11,26924.74,17995.56,29394.37,3372.12,-2034.28,-690.87,646.96,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN FMCG 09,SYNFMC09,FMCG,2024,Q4,Q4 2024,4,8099,synthetic,12348.0,8893.88,3454.13,2692.27,57633.94,26570.6,18754.3,31063.34,3273.72,-1968.98,-656.59,648.15,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN FMCG 09,SYNFMC09,FMCG,2025,Q1,Q1 2025,1,8100,synthetic,12128.84,8660.73,3468.11,2602.04,55584.2,25085.36,18174.16,30498.84,3362.13,-2015.22,-689.82,657.09,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN FMCG 09,SYNFMC09,FMCG,2025,Q2,Q2 2025,2,8101,synthetic,12226.31,8644.4,3581.91,2591.22,52933.96,23334.53,17811.63,29599.43,3443.28,-2070.49,-690.32,682.47,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN FMCG 09,SYNFMC09,FMCG,2025,Q3,Q3 2025,3,8102,synthetic,12701.99,8690.05,4011.93,2735.74,51831.42,22546.55,17931.18,29284.87,4066.83,-2507.65,-842.01,717.17,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN FMCG 09,SYNFMC09,FMCG,2025,Q4,Q4 2025,4,8103,synthetic,13034.91,8964.27,4070.63,2737.74,51180.27,23146.61,16697.68,28033.67,4017.24,-2579.45,-886.9,550.89,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN FMCG 10,SYNFMC10,FMCG,2024,Q1,Q1 2024,1,8096,synthetic,16381.07,11750.44,4630.63,3454.83,74964.26,37482.12,22489.28,37482.13,4639.05,-2783.43,-927.81,927.81,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN FMCG 10,SYNFMC10,FMCG,2024,Q2,Q2 2024,2,8097,synthetic,15810.78,11178.09,4632.69,3505.29,73559.7,37532.8,21774.81,36026.91,4729.01,-2810.86,-886.64,1031.51,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN FMCG 10,SYNFMC10,FMCG,2024,Q3,Q3 2024,3,8098,synthetic,15477.04,10817.05,4659.99,3453.56,68309.82,34780.91,20353.48,33528.91,4825.41,-3042.02,-915.28,868.11,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN FMCG 10,SYNFMC10,FMCG,2024,Q4,Q4 2024,4,8099,synthetic,15945.11,10925.02,5020.09,3643.92,69921.25,35204.7,20963.8,34716.55,5261.87,-3144.52,-986.68,1130.67,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN FMCG 10,SYNFMC10,FMCG,2025,Q1,Q1 2025,1,8100,synthetic,16566.14,11294.39,5271.75,3799.89,76528.77,39782.67,22885.43,36746.1,5472.52,-3319.44,-961.56,1191.52,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN FMCG 10,SYNFMC10,FMCG,2025,Q2,Q2 2025,2,8101,synthetic,17157.5,11549.29,5608.21,3866.29,78752.24,40272.88,23342.77,38479.37,5959.34,-3432.64,-1073.47,1453.23,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN FMCG 10,SYNFMC10,FMCG,2025,Q3,Q3 2025,3,8102,synthetic,18067.97,12216.57,5851.4,4072.8,78451.77,41501.23,21324.65,36950.54,6209.25,-3564.98,-1166.64,1477.64,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN FMCG 10,SYNFMC10,FMCG,2025,Q4,Q4 2025,4,8103,synthetic,18946.86,12921.54,6025.32,4454.9,86940.09,46739.67,23627.86,40200.41,6300.37,-3570.23,-1236.68,1493.46,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Tech 01,SYNTEC01,Tech,2024,Q1,Q1 2024,1,8096,synthetic,58817.09,43696.46,15120.63,11505.76,209259.41,101131.21,64876.91,108128.19,15312.62,-9187.57,-3062.53,3062.53,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Tech 01,SYNTEC01,Tech,2024,Q2,Q2 2024,2,8097,synthetic,60061.16,45458.94,14602.21,11883.51,213128.09,104929.62,67329.94,108198.46,14878.44,-8480.34,-3058.74,3339.35,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Tech 01,SYNTEC01,Tech,2024,Q3,Q3 2024,3,8098,synthetic,63291.22,47687.04,15604.18,12216.12,226879.57,108907.64,74043.62,117971.92,16461.7,-9614.63,-3305.94,3541.14,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Tech 01,SYNTEC01,Tech,2024,Q4,Q4 2024,4,8099,synthetic,68288.03,50303.85,17984.17,12799.48,248171.3,126842.9,71778.23,121328.4,18461.66,-10587.67,-3891.92,3982.07,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Tech 01,SYNTEC01,Tech,2025,Q1,Q1 2025,1,8100,synthetic,73601.79,53846.07,19755.72,14319.53,275461.63,142775.69,80942.48,132685.94,19676.18,-11151.41,-4062.77,4462.0,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Tech 01,SYNTEC01,Tech,2025,Q2,Q2 2025,2,8101,synthetic,75468.96,54316.66,21152.3,15287.29,283150.59,149900.19,79960.74,133250.4,20942.95,-11208.17,-4235.72,5499.05,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Tech 01,SYNTEC01,Tech,2025,Q3,Q3 2025,3,8102,synthetic,77560.8,55702.91,21857.88,15243.88,303309.6,152825.48,94125.69,150484.11,22178.59,-11627.69,-4692.51,5858.39,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Tech 01,SYNTEC01,Tech,2025,Q4,Q4 2025,4,8103,synthetic,80263.54,57693.67,22569.88,16233.19,316792.52,155679.42,100508.42,161113.1,21986.68,-11524.45,-4681.42,5780.81,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Tech 02,SYNTEC02,Tech,2024,Q1,Q1 2024,1,8096,synthetic,42759.4,31766.86,10992.54,8364.57,152129.37,73521.32,47164.83,78608.05,11132.12,-6679.27,-2226.42,2226.42,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Tech 02,SYNTEC02,Tech,2024,Q2,Q2 2024,2,8097,synthetic,43448.75,32297.66,11151.09,8350.2,162189.02,76438.73,49893.84,85750.29,11200.75,-6672.14,-2225.26,2303.35,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Tech 02,SYNTEC02,Tech,2024,Q3,Q3 2024,3,8098,synthetic,45703.21,33971.64,11731.57,8938.59,167975.77,79116.82,50616.73,88858.95,11776.78,-7092.19,-2409.58,2275.0,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Tech 02,SYNTEC02,Tech,2024,Q4,Q4 2024,4,8099,synthetic,49021.21,36007.51,13013.7,9562.23,181744.63,84097.29,55043.19,97647.33,12806.85,-8074.8,-2566.09,2165.96,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Tech 02,SYNTEC02,Tech,2025,Q1,Q1 2025,1,8100,synthetic,50289.86,36455.78,13834.08,9524.41,199831.41,93210.33,57525.41,106621.08,13896.44,-8895.5,-2660.32,2340.62,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Tech 02,SYNTEC02,Tech,2025,Q2,Q2 2025,2,8101,synthetic,51390.15,37393.02,13997.14,9453.42,197725.85,89598.22,57598.7,108127.63,14665.93,-8888.6,-2819.52,2957.81,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Tech 02,SYNTEC02,Tech,2025,Q3,Q3 2025,3,8102,synthetic,52582.06,38352.21,14229.85,10092.58,190793.28,85990.06,56026.77,104803.22,14702.05,-9031.86,-2677.53,2992.67,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Tech 02,SYNTEC02,Tech,2025,Q4,Q4 2025,4,8103,synthetic,52421.2,37952.17,14469.03,10014.49,197551.24,90237.34,56681.3,107313.9,15166.77,-9661.95,-2742.29,2762.53,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Tech 03,SYNTEC03,Tech,2024,Q1,Q1 2024,1,8096,synthetic,81385.12,60462.73,20922.39,15920.5,289551.94,139935.12,89770.09,149616.83,21188.06,-12712.83,-4237.61,4237.61,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Tech 03,SYNTEC03,Tech,2024,Q2,Q2 2024,2,8097,synthetic,79127.17,58483.01,20644.16,16029.61,281091.01,136505.99,85227.54,144585.02,20089.74,-12942.78,-4157.79,2989.18,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Tech 03,SYNTEC03,Tech,2024,Q3,Q3 2024,3,8098,synthetic,76289.71,56298.88,19990.83,15552.56,276755.59,138591.33,80536.99,138164.25,20462.11,-13733.21,-4367.75,2361.15,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Tech 03,SYNTEC03,Tech,2024,Q4,Q4 2024,4,8099,synthetic,73716.42,54172.01,19544.41,14948.52,266820.63,129262.84,78006.96,137557.8,19727.68,-12901.5,-4151.62,2674.55,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Tech 03,SYNTEC03,Tech,2025,Q1,Q1 2025,1,8100,synthetic,73093.64,54215.49,18878.15,15000.24,255516.65,124439.03,73954.05,131077.61,19040.52,-12694.03,-3986.96,2359.53,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Tech 03,SYNTEC03,Tech,2025,Q2,Q2 2025,2,8101,synthetic,72847.53,53549.1,19298.43,13666.36,253576.04,128272.89,74601.18,125303.14,19229.22,-12500.03,-4117.04,2612.15,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Tech 03,SYNTEC03,Tech,2025,Q3,Q3 2025,3,8102,synthetic,76001.46,56539.2,19462.26,14387.33,265090.74,127119.45,79027.42,137971.29,18843.02,-11596.22,-4081.74,3165.06,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Tech 03,SYNTEC03,Tech,2025,Q4,Q4 2025,4,8103,synthetic,80220.01,59162.65,21057.35,15134.28,280769.68,135363.62,80363.56,145406.06,20243.54,-12839.15,-4333.33,3071.06,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Tech 04,SYNTEC04,Tech,2024,Q1,Q1 2024,1,8096,synthetic,29433.18,21866.53,7566.65,5757.7,104717.35,50607.96,32465.63,54109.38,7662.73,-4597.63,-1532.55,1532.55,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Tech 04,SYNTEC04,Tech,2024,Q2,Q2 2024,2,8097,synthetic,30105.63,22527.36,7578.28,6198.9,105735.92,50086.8,32811.8,55649.12,7830.05,-4821.25,-1501.36,1507.44,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Tech 04,SYNTEC04,Tech,2024,Q3,Q3 2024,3,8098,synthetic,31562.71,24003.06,7559.65,6659.9,119615.5,57513.28,36122.91,62102.22,7942.1,-4746.19,-1493.87,1702.04,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Tech 04,SYNTEC04,Tech,2024,Q4,Q4 2024,4,8099,synthetic,31697.15,24226.81,7470.34,6842.75,122128.39,60599.4,37378.1,61528.99,7787.64,-4534.44,-1448.8,1804.4,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Tech 04,SYNTEC04,Tech,2025,Q1,Q1 2025,1,8100,synthetic,32587.81,24702.7,7885.11,7239.26,123813.0,62144.45,37340.9,61668.56,8361.42,-4884.41,-1535.92,1941.09,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Tech 04,SYNTEC04,Tech,2025,Q2,Q2 2025,2,8101,synthetic,33641.63,25633.89,8007.74,7602.66,129601.81,65234.33,38056.33,64367.48,8327.51,-5116.51,-1505.2,1705.81,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Tech 04,SYNTEC04,Tech,2025,Q3,Q3 2025,3,8102,synthetic,35152.9,26959.66,8193.24,7885.97,131317.0,66119.08,37950.26,65197.91,8454.07,-4895.77,-1528.4,2029.9,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Tech 04,SYNTEC04,Tech,2025,Q4,Q4 2025,4,8103,synthetic,37060.32,28894.48,8165.84,8165.84,144690.98,72729.62,43269.84,71961.35,8670.93,-5063.28,-1542.44,2065.22,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Tech 05,SYNTEC05,Tech,2024,Q1,Q1 2024,1,8096,synthetic,31091.6,23098.61,7992.99,6082.12,110617.67,53459.48,34294.91,57158.19,8094.48,-4856.69,-1618.9,1618.9,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Tech 05,SYNTEC05,Tech,2024,Q2,Q2 2024,2,8097,synthetic,32319.61,24008.64,8310.97,6508.35,119113.6,55760.28,39572.54,63353.32,8191.84,-4990.32,-1545.22,1656.29,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Tech 05,SYNTEC05,Tech,2024,Q3,Q3 2024,3,8098,synthetic,33889.38,25205.14,8684.24,7023.15,125181.49,57602.75,42520.1,67578.74,8182.62,-5213.4,-1548.9,1420.31,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Tech 05,SYNTEC05,Tech,2024,Q4,Q4 2024,4,8099,synthetic,35765.65,26094.11,9671.54,7190.58,131446.75,59359.21,44238.65,72087.54,9285.91,-5927.81,-1639.48,1718.63,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Tech 05,SYNTEC05,Tech,2025,Q1,Q1 2025,1,8100,synthetic,35735.75,25514.37,10221.37,7290.89,135655.45,62704.66,46884.22,72950.79,9583.17,-6222.59,-1624.85,1735.73,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Tech 05,SYNTEC05,Tech,2025,Q2,Q2 2025,2,8101,synthetic,36345.21,26468.58,9876.63,7391.31,140371.33,66784.3,47206.56,73587.04,10109.89,-6201.54,-1686.53,2221.82,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Tech 05,SYNTEC05,Tech,2025,Q3,Q3 2025,3,8102,synthetic,37632.81,26641.15,10991.66,7780.43,148535.2,70339.52,50352.9,78195.68,10884.66,-6541.08,-1770.49,2573.08,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Tech 05,SYNTEC05,Tech,2025,Q4,Q4 2025,4,8103,synthetic,37705.57,26995.04,10710.53,7849.42,145855.22,72035.43,47050.82,73819.79,10206.18,-5935.81,-1679.87,2590.5,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Tech 06,SYNTEC06,Tech,2024,Q1,Q1 2024,1,8096,synthetic,57728.49,42887.72,14840.77,11292.81,205386.38,99259.45,63676.15,106126.93,15029.21,-9017.53,-3005.84,3005.84,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Tech 06,SYNTEC06,Tech,2024,Q2,Q2 2024,2,8097,synthetic,60173.0,44888.12,15284.87,11343.57,220642.26,108372.19,70546.76,112270.08,15179.69,-8903.95,-3165.42,3110.33,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Tech 06,SYNTEC06,Tech,2024,Q3,Q3 2024,3,8098,synthetic,63180.57,47291.78,15888.78,12260.31,227937.54,110326.47,77962.24,117611.07,15459.32,-9304.56,-3184.92,2969.84,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Tech 06,SYNTEC06,Tech,2024,Q4,Q4 2024,4,8099,synthetic,67193.25,50709.8,16483.45,13069.73,239440.47,122458.1,75173.15,116982.37,16470.25,-10263.38,-3316.77,2890.09,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Tech 06,SYNTEC06,Tech,2025,Q1,Q1 2025,1,8100,synthetic,69995.73,52607.6,17388.13,13262.43,249735.13,127718.86,80553.56,122016.28,17791.55,-11438.11,-3759.42,2594.02,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Tech 06,SYNTEC06,Tech,2025,Q2,Q2 2025,2,8101,synthetic,72686.4,54680.8,18005.61,14106.31,268224.49,127976.93,90584.14,140247.56,18576.36,-11672.08,-4074.23,2830.04,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Tech 06,SYNTEC06,Tech,2025,Q3,Q3 2025,3,8102,synthetic,75739.82,57351.11,18388.71,14451.75,279660.1,134863.69,94151.46,144796.41,18203.02,-10497.5,-3995.28,3710.24,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Tech 06,SYNTEC06,Tech,2025,Q4,Q4 2025,4,8103,synthetic,78356.29,59710.28,18646.01,14320.14,278913.19,142350.15,85406.79,136563.04,18285.15,-9985.89,-3977.98,4321.28,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Tech 07,SYNTEC07,Tech,2024,Q1,Q1 2024,1,8096,synthetic,49529.19,36796.29,12732.91,9688.87,176214.94,85161.43,54632.1,91053.51,12894.59,-7736.75,-2578.92,2578.92,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Tech 07,SYNTEC07,Tech,2024,Q2,Q2 2024,2,8097,synthetic,50801.06,37856.59,12944.46,10519.3,188384.77,89447.73,59202.42,98937.03,13732.55,-8119.54,-2803.17,2809.83,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Tech 07,SYNTEC07,Tech,2024,Q3,Q3 2024,3,8098,synthetic,53993.43,41274.01,12719.42,10754.68,196128.75,93457.49,64284.96,102671.26,13583.66,-7846.84,-2936.33,2800.49,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Tech 07,SYNTEC07,Tech,2024,Q4,Q4 2024,4,8099,synthetic,56800.12,44273.81,12526.31,11304.42,218897.72,105302.24,70707.46,113595.48,13932.76,-7756.32,-2871.94,3304.49,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Tech 07,SYNTEC07,Tech,2025,Q1,Q1 2025,1,8100,synthetic,59875.38,47074.18,12801.2,12025.29,230524.42,108286.22,76678.97,122238.2,14512.2,-8643.86,-2967.57,2900.77,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Tech 07,SYNTEC07,Tech,2025,Q2,Q2 2025,2,8101,synthetic,63845.27,49977.79,13867.49,12539.37,253389.94,118580.53,81212.56,134809.41,16488.54,-10062.46,-3324.92,3101.16,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Tech 07,SYNTEC07,Tech,2025,Q3,Q3 2025,3,8102,synthetic,64733.32,50624.95,14108.38,12724.59,256503.61,117840.61,82413.69,138663.0,16745.24,-10116.68,-3176.75,3451.81,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Tech 07,SYNTEC07,Tech,2025,Q4,Q4 2025,4,8103,synthetic,67052.48,52357.82,14694.66,12547.83,265448.12,130363.12,80794.21,135085.0,18691.74,-11715.81,-3658.82,3317.11,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Tech 08,SYNTEC08,Tech,2024,Q1,Q1 2024,1,8096,synthetic,47188.91,35057.64,12131.27,9231.06,167888.68,81137.5,52050.7,86751.17,12285.31,-7371.18,-2457.06,2457.06,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Tech 08,SYNTEC08,Tech,2024,Q2,Q2 2024,2,8097,synthetic,49005.25,36645.51,12359.74,9367.17,173828.66,83766.53,54362.87,90062.12,12165.87,-7152.4,-2433.48,2580.0,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Tech 08,SYNTEC08,Tech,2024,Q3,Q3 2024,3,8098,synthetic,53329.45,39452.51,13876.95,10141.62,192412.55,90399.68,60886.53,102012.87,13289.03,-7738.7,-2678.59,2871.75,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Tech 08,SYNTEC08,Tech,2024,Q4,Q4 2024,4,8099,synthetic,55744.68,41074.49,14670.19,10605.13,193708.07,90811.78,62307.94,102896.3,14016.73,-8451.03,-2862.16,2703.54,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Tech 08,SYNTEC08,Tech,2025,Q1,Q1 2025,1,8100,synthetic,56977.5,42902.68,14074.83,11078.92,200113.29,97359.95,63197.34,102753.34,13265.87,-8046.13,-2877.6,2342.14,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Tech 08,SYNTEC08,Tech,2025,Q2,Q2 2025,2,8101,synthetic,58346.35,44463.23,13883.12,10882.79,211631.54,102596.19,68849.5,109035.35,12638.33,-8233.93,-2671.95,1732.44,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Tech 08,SYNTEC08,Tech,2025,Q3,Q3 2025,3,8102,synthetic,61070.74,45884.92,15185.82,11103.57,224748.44,106046.63,78154.32,118701.81,13641.04,-8932.67,-2958.27,1750.11,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Tech 08,SYNTEC08,Tech,2025,Q4,Q4 2025,4,8103,synthetic,62242.01,46578.32,15663.69,11409.19,230014.8,106928.81,83462.07,123085.99,13870.0,-9003.56,-3026.67,1839.77,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Tech 09,SYNTEC09,Tech,2024,Q1,Q1 2024,1,8096,synthetic,29931.56,22236.79,7694.77,5855.19,106490.49,51464.89,33015.36,55025.6,7792.48,-4675.48,-1558.5,1558.5,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Tech 09,SYNTEC09,Tech,2024,Q2,Q2 2024,2,8097,synthetic,31106.9,23221.87,7885.03,5919.83,116735.42,55532.2,35296.93,61203.22,8164.53,-4999.78,-1651.02,1513.74,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Tech 09,SYNTEC09,Tech,2024,Q3,Q3 2024,3,8098,synthetic,33014.51,24924.31,8090.2,6311.91,119680.11,58267.27,34554.01,61412.84,8209.41,-5109.62,-1693.38,1406.41,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Tech 09,SYNTEC09,Tech,2024,Q4,Q4 2024,4,8099,synthetic,33649.47,25346.91,8302.56,6620.4,126843.4,63704.95,35775.5,63138.45,8386.17,-5257.64,-1695.09,1433.45,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Tech 09,SYNTEC09,Tech,2025,Q1,Q1 2025,1,8100,synthetic,34302.03,25971.11,8330.93,6999.47,126756.7,63526.35,37134.01,63230.35,8206.78,-5231.08,-1661.41,1314.29,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
SYN Tech 09,SYNTEC09,Tech,2025,Q2,Q2 2025,2,8101,synthetic,33498.08,25477.33,8020.76,6699.04,131262.21,65872.5,40263.88,65389.71,7605.24,-4841.45,-1510.83,1252.96,True,182.71,5.04,157.79,6.45,5.8,82.53,83.77,synthetic_placeholder,True
SYN Tech 09,SYNTEC09,Tech,2025,Q3,Q3 2025,3,8102,synthetic,32386.32,24459.77,7926.55,6658.84,129157.03,66290.64,39615.41,62866.39,7591.12,-4892.32,-1484.2,1214.6,True,184.98,4.95,159.06,6.3,5.68,83.74,84.04,synthetic_placeholder,True
SYN Tech 09,SYNTEC09,Tech,2025,Q4,Q4 2025,4,8103,synthetic,33021.3,25221.01,7800.29,6629.68,127675.37,65789.27,39333.78,61886.09,7511.77,-4735.72,-1419.12,1356.93,True,187.15,4.7,160.35,6.3,5.66,85.12,84.13,synthetic_placeholder,True
SYN Tech 10,SYNTEC10,Tech,2024,Q1,Q1 2024,1,8096,synthetic,80787.23,60018.55,20768.68,15803.55,287424.76,138907.09,89110.6,148517.67,21032.4,-12619.44,-4206.48,4206.48,True,172.0,5.0,152.0,6.5,5.84,80.0,83.0,synthetic_placeholder,True
SYN Tech 10,SYNTEC10,Tech,2024,Q2,Q2 2024,2,8097,synthetic,84555.32,63077.34,21477.98,16089.59,287681.68,140451.21,90926.59,147230.47,21998.68,-12810.71,-4243.91,4944.06,True,174.0,4.66,153.2,6.55,5.9,83.91,83.25,synthetic_placeholder,True
SYN Tech 10,SYNTEC10,Tech,2024,Q3,Q3 2024,3,8098,synthetic,88508.86,65775.52,22733.35,17053.34,294825.07,140155.77,95633.31,154669.3,22594.98,-12872.47,-4343.8,5378.71,True,176.15,4.94,154.57,6.45,5.77,83.39,83.26,synthetic_placeholder,True
SYN Tech 10,SYNTEC10,Tech,2024,Q4,Q4 2024,4,8099,synthetic,95827.07,70597.05,25230.03,18389.13,318708.38,148693.11,107571.64,170015.27,23949.5,-13497.9,-4750.42,5701.19,True,178.17,4.58,155.56,6.55,5.93,81.96,83.25,synthetic_placeholder,True
SYN Tech 10,SYNTEC10,Tech,2025,Q1,Q1 2025,1,8100,synthetic,100293.62,73977.86,26315.77,18895.07,339033.99,153821.22,110995.34,185212.77,24446.52,-13215.02,-4659.63,6571.87,True,180.44,5.1,156.66,6.65,6.02,80.81,83.46,synthetic_placeholder,True
